Feature,Brand,Response
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
 good_ refund _and_ return policy,Asim Jofa,1
 good_ refund _and_ return policy,Asim Jofa,1
 good_ refund _and_ return policy,Asim Jofa,1
 good_ refund _and_ return policy,Asim Jofa,1
 bad_ refund _and_ return policy,Asim Jofa,0
